Two-Digit Districts,Standard Districts,At Large as District 1,Full District Name,state,name,shape
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-147.566372,60.580849 -147.613843,60.565906 -147.721824,60.508635 -147.72646,60.502533 -147.726642,60.472216 -147.717097,60.467282 -147.70916,60.451883 -147.715312,60.447915 -147.738151,60.441277 -147.750864,60.440981 -147.779329,60.457078 -147.765825,60.476505 -147.778269,60.484007 -147.782548,60.4833 -147.792822,60.476193 -147.837456,60.414452 -147.933269,60.273632 -147.950532,60.243791 -147.956228,60.228667 -147.945158,60.222324 -147.908985,60.224359 -147.855453,60.216419 -147.828962,60.207442 -147.827991,60.20063 -147.832285,60.197855 -147.845681,60.195434 -147.820159,60.179555 -147.783583,60.161073 -147.766484,60.15418 -147.760681,60.156396 -147.720124,60.202002 -147.704731,60.227874 -147.698608,60.245552 -147.703599,60.285589 -147.671135,60.308929 -147.639474,60.340579 -147.618906,60.368848 -147.62202,60.383794 -147.630081,60.38955 -147.681888,60.388167 -147.690773,60.405054 -147.674351,60.41443 -147.619972,60.436821 -147.623835,60.465878 -147.607756,60.50692 -147.565775,60.534713 -147.551709,60.559612 -147.555392,60.574059 -147.562801,60.579821</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-166.239951,60.387704 -166.310655,60.377611 -166.361437,60.360015 -166.366596,60.358227 -166.387184,60.359671 -166.408546,60.365899 -166.41457,60.37187 -166.493543,60.392389 -166.562081,60.359022 -166.569828,60.325955 -166.578305,60.32185 -166.608896,60.32125 -166.662112,60.322993 -166.738323,60.314301 -166.762522,60.309837 -166.814979,60.286283 -166.832877,60.275449 -166.834966,60.271406 -166.826169,60.268644 -166.809546,60.259658 -166.803469,60.242802 -166.812484,60.22778 -166.847438,60.213592 -166.909802,60.206513 -166.93797,60.20587 -167.04582,60.219088 -167.081935,60.225765 -167.105975,60.232895 -167.20194,60.237822 -167.312616,60.238454 -167.369927,60.225496 -167.421489,60.205431 -167.423053,60.195072 -167.362783,60.147556 -167.347866,60.13114 -167.343303,60.123181 -167.33386,60.094065 -167.33405,60.088609 -167.342885,60.074979 -167.342702,60.072395 -167.339109,60.070159 -167.310664,60.064874 -167.281357,60.063892 -167.247627,60.058862 -167.22021,60.040133 -167.133258,59.994695 -167.124867,59.9917 -167.111785,59.989349 -167.067602,59.992295 -166.995748,59.993495 -166.89233,59.960507 -166.86653,59.949544 -166.801634,59.916321 -166.764183,59.892061 -166.716563,59.889011 -166.6782,59.881248 -166.648076,59.8711 -166.621473,59.856438 -166.616849,59.850711 -166.583297,59.848705 -166.512223,59.849939 -166.439746,59.857816 -166.40729,59.854604 -166.381986,59.849087 -166.251528,59.809807 -166.203293,59.791676 -166.184234,59.779432 -166.17482,59.770681 -166.176669,59.766495 -166.18092,59.763728 -166.157071,59.748886 -166.036947,59.757859 -166.032277,59.773729 -166.058096,59.78711 -166.060952,59.820508 -165.905471,59.871937 -165.722458,59.899813 -165.712875,59.895364 -165.575815,59.904672 -165.543456,59.930376 -165.539367,59.965175 -165.649318,59.991837 -165.680612,60.089962 -165.667863,60.114676 -165.683507,60.154221 -165.702411,60.151285 -165.723168,60.156603 -165.708863,60.189125 -165.686143,60.267811 -165.697326,60.297238 -165.786573,60.326821 -165.916828,60.338002 -165.923572,60.330503 -165.927956,60.321592 -166.012169,60.317691 -166.123805,60.378116 -166.124231,60.409953 -166.135704,60.42451 -166.171187,60.428854 -166.198299,60.393924 -166.224965,60.389843</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-147.20615,60.269508 -147.219108,60.253513 -147.24431,60.231298 -147.249786,60.228589 -147.281373,60.226812 -147.312081,60.222871 -147.322841,60.214784 -147.315691,60.202891 -147.319715,60.190581 -147.388701,60.126473 -147.406,60.112631 -147.433254,60.096159 -147.45149,60.08792 -147.479543,60.076653 -147.555529,60.051131 -147.647042,60.005649 -147.662645,59.986676 -147.659569,59.980064 -147.68628,59.964476 -147.690642,59.963236 -147.707445,59.964151 -147.728869,59.969509 -147.739635,59.968008 -147.804252,59.936497 -147.809035,59.92348 -147.797213,59.909477 -147.808272,59.888148 -147.856693,59.886661 -147.877936,59.879678 -147.895411,59.869145 -147.908247,59.852832 -147.928064,59.803496 -147.924906,59.799712 -147.912883,59.79224 -147.874097,59.78326 -147.831008,59.790043 -147.810788,59.802233 -147.745417,59.821844 -147.738538,59.822949 -147.727499,59.81978 -147.693869,59.81907 -147.677139,59.821368 -147.660388,59.832248 -147.657048,59.839497 -147.657015,59.844035 -147.651738,59.851223 -147.62198,59.866484 -147.596339,59.868872 -147.571278,59.868709 -147.542664,59.861336 -147.540437,59.857264 -147.541643,59.853282 -147.533041,59.852401 -147.46692,59.8701 -147.45236,59.880518 -147.443678,59.913543 -147.448681,59.915892 -147.476312,59.921563 -147.483056,59.920873 -147.494317,59.922756 -147.499625,59.926296 -147.505311,59.937494 -147.499783,59.951069 -147.493235,59.955388 -147.438369,59.97468 -147.388686,60.004301 -147.388508,60.011116 -147.365424,60.042867 -147.253868,60.113852 -147.202416,60.151128 -147.139641,60.179058 -147.002067,60.232453 -146.948089,60.269974 -146.911377,60.297593 -146.911772,60.309807 -146.916164,60.314898 -146.944024,60.31602 -146.962633,60.311911 -147.064768,60.270188 -147.080463,60.265355 -147.104107,60.277155 -147.103118,60.28019 -147.089866,60.292106 -147.015307,60.322548 -147.004091,60.334348 -147.003839,60.34031 -147.006138,60.343119 -147.013164,60.343863 -147.073932,60.338982 -147.095483,60.341964 -147.10401,60.356727 -147.092717,60.363396 -147.089363,60.369126 -147.091897,60.374969 -147.098703,60.378697 -147.147514,60.37247 -147.214679,60.343793 -147.215312,60.327109 -147.195608,60.326224 -147.183277,60.32068 -147.217704,60.293504</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-152.23383,58.243329 -152.203699,58.212055 -152.207488,58.206284 -152.219826,58.206289 -152.224439,58.202365 -152.223175,58.194794 -152.194827,58.174128 -152.112205,58.148559 -152.081083,58.154275 -151.986127,58.213774 -151.972053,58.230702 -151.964103,58.269049 -151.966218,58.332737 -151.986171,58.350413 -152.107635,58.28024 -152.116569,58.248537 -152.147142,58.266992 -152.11953,58.32977 -152.090437,58.372628 -152.129257,58.396414 -152.224965,58.357372 -152.227835,58.376424 -152.301713,58.428697 -152.328063,58.434372 -152.358724,58.415585 -152.348389,58.401502 -152.364682,58.364613 -152.476814,58.350955 -152.512483,58.427349 -152.498571,58.449538 -152.418267,58.515244 -152.372317,58.531175 -152.329835,58.632102 -152.354709,58.63828 -152.50282,58.593451 -152.549635,58.601024 -152.560171,58.61968 -152.61613,58.601852 -152.665999,58.564493 -152.653673,58.506572 -152.619197,58.493674 -152.600534,58.494946 -152.610955,58.475775 -152.723169,58.46208 -152.771106,58.429515 -152.787776,58.411313 -152.844173,58.402842 -152.886358,58.410585 -152.883107,58.400443 -152.78742,58.369015 -152.804789,58.33951 -152.870555,58.335743 -152.925586,58.339686 -152.936757,58.330513 -152.91245,58.307191 -152.869811,58.304906 -152.888204,58.2831 -152.982356,58.287495 -153.00439,58.300135 -153.099284,58.264065 -153.101841,58.257938 -153.061678,58.235649 -152.998094,58.214122 -153.036662,58.199235 -153.073927,58.195107 -153.202801,58.20808 -153.209672,58.15035 -153.14874,58.106121 -153.168617,58.088385 -153.227567,58.123364 -153.274215,58.148102 -153.316127,58.14039 -153.418343,58.064053 -153.365574,58.039052 -153.289701,58.05033 -153.214568,58.042418 -153.202525,58.030122 -152.982406,57.984697 -152.871416,57.997157 -152.876788,58.002307 -152.9647,58.03465 -153.036131,58.055619 -153.076485,58.096077 -152.99734,58.134341 -152.973149,58.125427 -152.882423,58.096074 -152.792041,58.072665 -152.777906,58.050364 -152.706831,58.050577 -152.631214,58.081924 -152.597506,58.179686 -152.562829,58.177979 -152.557497,58.160683 -152.557237,58.086462 -152.541533,58.083666 -152.529036,58.093779 -152.482674,58.129813 -152.401892,58.120755 -152.273605,58.12563 -152.311415,58.221115 -152.24289,58.241192</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-134.724463,58.268277 -134.760052,58.275251 -134.802388,58.30107 -134.806116,58.321284 -134.955902,58.410297 -134.969189,58.367542 -134.914857,58.214932 -134.885857,58.184031 -134.864299,58.180489 -134.820663,58.141465 -134.783772,58.082292 -134.777022,58.004679 -134.758833,57.980212 -134.746108,57.898529 -134.727077,57.877098 -134.709024,57.780498 -134.731798,57.721921 -134.704859,57.701457 -134.695428,57.685335 -134.665337,57.605701 -134.595981,57.534107 -134.598452,57.522395 -134.544853,57.457872 -134.473594,57.37931 -134.486023,57.372492 -134.527759,57.39394 -134.527594,57.405331 -134.578511,57.400291 -134.574114,57.341172 -134.543385,57.337414 -134.570954,57.294624 -134.640169,57.239852 -134.634565,57.109863 -134.565687,57.023737 -134.484288,57.036481 -134.386052,57.087392 -134.378359,57.115016 -134.302721,57.136562 -134.193629,57.184879 -134.110315,57.249948 -134.084374,57.303963 -134.094891,57.326401 -134.034563,57.327638 -133.983501,57.302838 -133.962897,57.305425 -133.867279,57.36206 -133.870327,57.381298 -133.927539,57.46957 -133.886269,57.504999 -133.920557,57.530088 -133.943417,57.561555 -133.934361,57.601765 -133.958454,57.629537 -134.013367,57.655898 -134.116097,57.727582 -134.146342,57.760258 -134.099782,57.780261 -134.112948,57.809263 -134.206874,57.895901 -134.176606,57.909725 -134.132146,57.896189 -134.121904,57.88252 -134.121337,57.871236 -134.061833,57.829808 -134.013144,57.789393 -133.994964,57.719821 -133.962582,57.689887 -133.863112,57.623701 -133.859635,57.605325 -133.8176,57.568353 -133.807133,57.57877 -133.808285,57.609604 -133.821673,57.633887 -133.837424,57.638486 -133.896846,57.685524 -133.908085,57.79167 -133.902695,57.797797 -133.934735,57.837626 -133.995977,57.895632 -133.999948,57.91481 -134.068949,57.961083 -134.101125,57.98407 -134.087572,57.996475 -134.091885,58.010777 -134.138231,58.047103 -134.183983,58.077295 -134.192724,58.107685 -134.167257,58.128577 -134.177467,58.15964 -134.215981,58.162128 -134.306483,58.15249 -134.32736,58.14388 -134.401512,58.163427 -134.446657,58.173583 -134.47981,58.171199 -134.519644,58.175771 -134.559241,58.195121 -134.608358,58.173472 -134.682812,58.158843 -134.703727,58.166794 -134.713982,58.220726</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-136.289842,58.249086 -136.287765,58.267373 -136.377329,58.268328 -136.375338,58.208714 -136.469272,58.096868 -136.500119,58.104787 -136.556247,58.077019 -136.563223,58.035052 -136.572045,57.918469 -136.534201,57.913938 -136.474424,57.871648 -136.391157,57.832653 -136.370704,57.831667 -136.309429,57.779465 -136.314631,57.758703 -136.207876,57.638107 -136.130611,57.624607 -136.061747,57.592068 -136.021283,57.531551 -136.014529,57.506227 -135.943766,57.45878 -135.900816,57.418181 -135.84381,57.390896 -135.720478,57.373663 -135.6924,57.375267 -135.669416,57.389296 -135.670267,57.396215 -135.667985,57.405124 -135.647179,57.406132 -135.621725,57.419245 -135.611786,57.431154 -135.610454,57.442232 -135.553903,57.45487 -135.549627,57.482016 -135.578215,57.516445 -135.575724,57.522874 -135.587475,57.568829 -135.557812,57.583449 -135.519471,57.588615 -135.526303,57.606388 -135.571186,57.605367 -135.660902,57.629196 -135.704444,57.658361 -135.684951,57.677508 -135.593447,57.663795 -135.514801,57.650349 -135.392499,57.599909 -135.242855,57.546302 -135.096818,57.469916 -135.084338,57.464671 -134.90268,57.459349 -134.83712,57.482761 -134.856386,57.598967 -134.918167,57.682272 -134.921604,57.742376 -134.939924,57.763612 -135.012577,57.746105 -135.063972,57.750847 -135.151475,57.738296 -135.29156,57.737468 -135.364221,57.775347 -135.377758,57.802212 -135.503498,57.84086 -135.575718,57.883548 -135.596769,57.889705 -135.581326,57.903056 -135.514151,57.885371 -135.389894,57.850991 -135.31686,57.807342 -135.225158,57.777783 -135.069592,57.779104 -134.949436,57.805027 -134.991819,57.835436 -135.131957,57.885241 -135.16522,57.901524 -135.140674,57.926114 -134.926395,57.921919 -134.912854,57.979287 -134.950844,58.036993 -134.977183,58.049943 -135.082981,58.074737 -135.108896,58.08827 -135.275797,58.097024 -135.411777,58.145473 -135.450737,58.13457 -135.478815,58.10526 -135.496739,58.086212 -135.547628,58.058029 -135.567817,58.02342 -135.593287,57.989636 -135.651368,58.036484 -135.524668,58.12075 -135.522646,58.185909 -135.712398,58.231892 -135.78338,58.286709 -135.914178,58.244073 -136.03303,58.205462 -136.162108,58.218724 -136.199498,58.172086 -136.190155,58.161301 -136.283886,58.223685</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-152.526283,57.913266 -152.635378,57.91861 -152.625607,57.881232 -152.790211,57.858058 -152.852269,57.752318 -152.892875,57.742012 -152.892517,57.842525 -152.751978,57.933466 -152.855096,57.994501 -153.024425,57.956954 -153.217306,57.983659 -153.302198,57.991706 -153.089419,57.865233 -153.268149,57.888741 -153.484603,57.9765 -153.528697,57.921717 -153.328137,57.849851 -153.35358,57.809731 -153.480377,57.814665 -153.549605,57.717967 -153.550823,57.78689 -153.823385,57.865013 -153.888099,57.705447 -153.648693,57.654125 -153.858545,57.651138 -153.852502,57.613517 -153.848082,57.560589 -153.872922,57.445743 -153.802932,57.350896 -153.922982,57.520153 -153.959723,57.539827 -153.982581,57.648251 -154.08613,57.649054 -154.411385,57.598452 -154.52206,57.577786 -154.618704,57.514972 -154.700598,57.401162 -154.777368,57.280008 -154.594977,57.257161 -154.515213,57.077985 -154.476315,56.984204 -154.300002,56.892252 -154.276739,56.853648 -154.21211,56.909749 -154.123489,56.95617 -153.982792,57.066277 -153.788521,57.161381 -153.858891,57.088844 -153.979743,56.962189 -153.902802,56.968445 -153.935992,56.915772 -154.067425,56.845303 -154.129017,56.742168 -154.037153,56.763414 -153.963274,56.7476 -153.817978,56.848651 -153.714644,56.852925 -153.715263,56.878442 -153.600664,56.942629 -153.601294,57.056656 -153.577006,57.093177 -153.48652,57.085915 -153.350266,57.192339 -153.284012,57.173867 -153.404263,57.080511 -153.320929,57.036838 -153.235282,57.007398 -153.221204,57.060367 -153.146361,57.100883 -152.997246,57.119491 -152.874839,57.16095 -153.123865,57.175445 -153.209732,57.218773 -153.077916,57.211444 -152.944201,57.259083 -153.039134,57.293314 -153.079288,57.32196 -152.900688,57.302976 -152.712008,57.27812 -152.606522,57.36366 -152.722651,57.433352 -152.939573,57.497763 -152.939629,57.520088 -152.798914,57.494255 -152.720471,57.481572 -152.600375,57.468833 -152.361592,57.427761 -152.29147,57.517103 -152.161617,57.623287 -152.322733,57.623402 -152.459929,57.594373 -152.398569,57.68721 -152.475653,57.759068 -152.394339,57.776617 -152.322172,57.768315 -152.411117,57.817108 -152.44824,57.902605 -152.377063,57.886728 -152.426458,57.930851 -152.415177,57.973081 -152.523229,57.915536</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-135.36571,57.066062 -135.369858,57.057923 -135.377763,57.05291 -135.3741,57.045391 -135.333998,57.050403 -135.32236,57.018701 -135.329492,57.004507 -135.360232,57.002231 -135.379725,56.953039 -135.332356,56.913951 -135.368899,56.892589 -135.412989,56.810079 -135.352176,56.771196 -135.280875,56.768357 -135.29643,56.756294 -135.317429,56.743311 -135.27491,56.701633 -135.175826,56.677876 -135.148836,56.648915 -135.118709,56.597728 -135.091611,56.600068 -135.036432,56.619628 -134.998369,56.630017 -134.969842,56.615392 -134.985881,56.595844 -135.005249,56.602252 -135.045054,56.583392 -135.060878,56.541965 -135.054049,56.527658 -134.990763,56.457998 -134.915911,56.360555 -134.824902,56.279692 -134.705007,56.175722 -134.668151,56.167026 -134.65987,56.182494 -134.634668,56.265832 -134.63401,56.31584 -134.645308,56.472215 -134.658622,56.494676 -134.669778,56.524129 -134.639732,56.538835 -134.626943,56.553868 -134.619799,56.665888 -134.663434,56.804687 -134.699099,56.850864 -134.719275,56.929031 -134.7383,56.968059 -134.755886,57.058035 -134.854948,57.264766 -134.922329,57.303708 -134.953011,57.306131 -134.953951,57.323723 -134.921651,57.330713 -134.835211,57.300315 -134.812769,57.299765 -134.849477,57.40967 -134.926516,57.422267 -135.039634,57.418131 -135.145949,57.439049 -135.168056,57.454212 -135.209123,57.488753 -135.246114,57.483598 -135.297784,57.483721 -135.294837,57.50872 -135.322925,57.533476 -135.355749,57.553568 -135.443404,57.556876 -135.526036,57.509697 -135.532069,57.481117 -135.540158,57.446241 -135.558495,57.444788 -135.562234,57.440413 -135.56099,57.437455 -135.555321,57.436738 -135.570872,57.417459 -135.604184,57.409932 -135.633654,57.399102 -135.627022,57.388207 -135.630627,57.379595 -135.659614,57.373907 -135.69512,57.363077 -135.684597,57.350328 -135.638209,57.320278 -135.631415,57.311568 -135.600688,57.294074 -135.602297,57.285707 -135.561853,57.244067 -135.552574,57.233194 -135.503121,57.253809 -135.470189,57.255752 -135.429229,57.247213 -135.406086,57.251678 -135.358715,57.243776 -135.372021,57.228003 -135.372441,57.198063 -135.422746,57.167724 -135.405293,57.138149 -135.405293,57.114508 -135.401721,57.098654 -135.384617,57.087725 -135.370973,57.072548</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-135.715233,57.330722 -135.730323,57.337286 -135.761471,57.342631 -135.838568,57.338756 -135.851162,57.336916 -135.860558,57.330854 -135.859572,57.323108 -135.855849,57.31996 -135.840359,57.314342 -135.828831,57.301981 -135.833896,57.254233 -135.824388,57.192862 -135.800824,57.173655 -135.785583,57.177929 -135.762241,57.173341 -135.752591,57.168834 -135.735405,57.155403 -135.735559,57.151755 -135.755997,57.121225 -135.776975,57.112555 -135.805945,57.106778 -135.83489,57.091387 -135.841819,57.070899 -135.852146,57.029699 -135.857028,56.997287 -135.854131,56.995043 -135.821915,56.988215 -135.772432,56.997301 -135.767654,57.000428 -135.764949,57.006094 -135.753682,57.008258 -135.68052,57.017342 -135.65054,57.015139 -135.635347,57.022411 -135.574693,57.094339 -135.575722,57.104231 -135.565756,57.137344 -135.565707,57.147312 -135.575674,57.15053 -135.581473,57.150599 -135.592379,57.142683 -135.5986,57.14536 -135.602057,57.149161 -135.596921,57.161196 -135.604953,57.184204 -135.620735,57.217885 -135.621346,57.223693 -135.637289,57.236124 -135.656363,57.243036 -135.6586,57.245541 -135.658859,57.247964 -135.654898,57.254742 -135.655008,57.25824 -135.657272,57.262027 -135.688233,57.276143 -135.705483,57.308557 -135.702919,57.315582 -135.703464,57.32204</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-170.170848,57.1811 -170.150813,57.223168 -170.161647,57.229656 -170.239557,57.214658 -170.267664,57.210649 -170.291916,57.212056 -170.311707,57.219122 -170.33188,57.217488 -170.390121,57.206248 -170.402772,57.201933 -170.418919,57.192844 -170.42041,57.19176 -170.423548,57.169327 -170.421867,57.161202 -170.359817,57.156118 -170.32484,57.156769 -170.303963,57.15491 -170.290793,57.145052 -170.286318,57.128169</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-133.903634,56.927269 -133.916358,56.914447 -133.887426,56.868391 -133.86904,56.845938 -133.795364,56.824586 -133.787484,56.821366 -133.772302,56.809495 -133.765324,56.807489 -133.741579,56.81322 -133.712922,56.827958 -133.699822,56.839421 -133.689996,56.839421 -133.679352,56.810764 -133.68099,56.795207 -133.686416,56.779817 -133.689996,56.761637 -133.696546,56.744443 -133.699822,56.710054 -133.706372,56.696954 -133.709576,56.683424 -133.70582,56.658387 -133.698309,56.649624 -133.689177,56.643734 -133.679352,56.633089 -133.673621,56.611801 -133.667638,56.607687 -133.662631,56.598924 -133.667638,56.57639 -133.663064,56.56207 -133.662631,56.555735 -133.664509,56.550727 -133.672262,56.544152 -133.675696,56.538672 -133.675836,56.522714 -133.671653,56.487656 -133.663094,56.448073 -133.655468,56.442279 -133.638349,56.438881 -133.603669,56.435413 -133.532969,56.434751 -133.512684,56.437015 -133.460634,56.45412 -133.428585,56.479247 -133.417795,56.494147 -133.376245,56.495592 -133.361615,56.486073 -133.348504,56.469568 -133.160996,56.460257 -133.122245,56.49202 -133.139228,56.515994 -133.142099,56.528591 -133.112907,56.529295 -133.089388,56.535474 -133.106316,56.618393 -133.214228,56.649592 -133.232516,56.681336 -133.219681,56.706887 -133.261381,56.747459 -133.265608,56.738237 -133.272958,56.733653 -133.31986,56.737693 -133.334308,56.773402 -133.277352,56.816432 -133.244689,56.792649 -133.235251,56.775639 -133.225298,56.755591 -133.184363,56.706526 -133.110329,56.669727 -133.075496,56.578684 -133.041726,56.518356 -132.984751,56.51264 -132.874282,56.509108 -132.796627,56.496471 -132.701275,56.52958 -132.628511,56.553553 -132.61083,56.556252 -132.539698,56.593199 -132.553213,56.608492 -132.57454,56.61262 -132.605498,56.623627 -132.62545,56.642202 -132.62545,56.65321 -132.622788,56.66871 -132.665874,56.680241 -132.743207,56.71372 -132.762964,56.753227 -132.820556,56.793787 -132.872512,56.798144 -132.935258,56.822941 -132.947081,56.870963 -132.99743,56.942201 -133.308317,57.014762 -133.334272,57.002442 -133.346321,57.004118 -133.446204,57.020124 -133.613908,57.057978 -133.773464,57.078676 -134.008856,57.074578 -134.049218,57.029203 -133.96706,56.988044 -133.905685,56.93121</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-134.109236,56.078732 -134.110755,56.141053 -134.125902,56.139804 -134.166141,56.144564 -134.190371,56.152571 -134.180057,56.161635 -134.161971,56.170153 -134.153663,56.1697 -134.105098,56.180941 -134.095013,56.214751 -134.087317,56.225424 -134.058499,56.227214 -134.054411,56.224854 -134.030964,56.193214 -134.024356,56.160382 -134.024495,56.148164 -134.029643,56.134864 -134.041765,56.116337 -134.038695,56.105807 -134.021028,56.088745 -134.01392,56.085374 -133.989359,56.081347 -133.971228,56.083293 -133.956411,56.095484 -133.937349,56.166129 -133.957575,56.199887 -133.957471,56.202584 -133.953825,56.206661 -133.942205,56.20946 -133.92342,56.211725 -133.912992,56.208351 -133.89094,56.234467 -133.834671,56.322382 -133.839099,56.335467 -133.850314,56.347417 -133.894358,56.360989 -133.933512,56.375428 -133.89304,56.427364 -133.869729,56.431796 -133.859104,56.430348 -133.839238,56.432018 -133.839117,56.434885 -133.868625,56.470919 -133.88108,56.480803 -133.895746,56.511217 -133.731617,56.572304 -133.713331,56.592664 -133.727727,56.630846 -133.745673,56.674028 -133.762779,56.68718 -133.766143,56.718242 -133.744002,56.749772 -133.74813,56.773919 -133.818194,56.791453 -133.861472,56.808837 -133.893861,56.802526 -133.884755,56.788656 -133.87225,56.786186 -133.865056,56.77324 -133.869334,56.734081 -133.907795,56.72184 -133.944663,56.736433 -133.946767,56.798924 -134.03514,56.89451 -134.126562,56.947381 -134.141236,56.942081 -134.158108,56.915029 -134.223939,56.932553 -134.271664,56.935928 -134.220002,56.905084 -134.150935,56.884958 -134.14716,56.859357 -134.187063,56.856714 -134.286818,56.906534 -134.316868,56.909091 -134.376975,56.880055 -134.41894,56.846524 -134.401407,56.725419 -134.309869,56.650509 -134.281093,56.585555 -134.133892,56.487825 -134.040938,56.42153 -134.046227,56.402275 -134.146136,56.411069 -134.186476,56.450571 -134.222814,56.475402 -134.246179,56.463511 -134.236978,56.452363 -134.196394,56.4398 -134.193922,56.409906 -134.292353,56.352644 -134.295634,56.289228 -134.246307,56.267768 -134.227942,56.162835 -134.262217,56.133222 -134.230449,56.068341 -134.190863,56.05654 -134.156721,56.02108 -134.130907,56.000104 -134.118132,56.016922 -134.121514,56.069847</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-169.611548,56.606924 -169.679305,56.611593 -169.763506,56.620739 -169.789659,56.618217 -169.785692,56.613245 -169.75575,56.591922 -169.683639,56.58334 -169.675327,56.578414 -169.671324,56.567328 -169.672818,56.560866 -169.667749,56.554535 -169.657736,56.547319 -169.650135,56.54423 -169.640735,56.542162 -169.582624,56.536939 -169.568984,56.540935 -169.490133,56.583482 -169.47155,56.598864 -169.473138,56.601741 -169.507415,56.610702 -169.528659,56.612181 -169.553937,56.608682</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-154.009274,56.551445 -154.025334,56.551763 -154.041572,56.556209 -154.075187,56.583745 -154.079016,56.589977 -154.081829,56.603716 -154.090014,56.614798 -154.095833,56.617786 -154.103243,56.617695 -154.113397,56.616745 -154.136739,56.60935 -154.184819,56.603773 -154.206001,56.606908 -154.210336,56.609684 -154.223759,56.612955 -154.244234,56.609194 -154.29002,56.595376 -154.310913,56.585447 -154.341401,56.563705 -154.362361,56.542512 -154.361378,56.52564 -154.3474,56.512046 -154.343096,56.510171 -154.304371,56.502322 -154.232464,56.491052 -154.19728,56.502002 -154.163987,56.507844 -154.143711,56.506172 -154.120244,56.501838 -153.993909,56.501796 -153.952958,56.507174 -153.887678,56.533637 -153.868461,56.551493 -153.870804,56.558015 -153.878764,56.565925 -153.915288,56.564921 -153.940505,56.558317</coordinates></LinearRing></outerBoundaryIs></Polygon>"
AK-00,AK-AL,AK-1,Alaska At Large,AK,00,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-154.399389,56.576411 -154.402289,56.580543 -154.413435,56.586768 -154.449965,56.600361 -154.514078,56.604059 -154.524629,56.603925 -154.534726,56.60054 -154.70614,56.521273 -154.739644,56.496332 -154.777505,56.462199 -154.806114,56.434182 -154.805481,56.427488 -154.799907,56.419387 -154.789003,56.411015 -154.775766,56.404075 -154.765021,56.401361 -154.742887,56.401678 -154.73655,56.403848 -154.704129,56.42423 -154.691485,56.436711 -154.668517,56.452544 -154.633586,56.471817 -154.571701,56.494165 -154.529507,56.502655 -154.436794,56.534556 -154.39248,56.554053 -154.391294,56.557931 -154.393868,56.562388 -154.404015,56.572287</coordinates></LinearRing></outerBoundaryIs></Polygon>"
